Address,Postcode,X,Y,Recommendation,RecommendationCode,Date,Hash,LocalAuthority
"735, Ashton Old Road",M112HD,-2.18922927197821,53.4740991567067,NA,NA,2013-06-12,76b57a45fca5914beb86b96d7ac85a5389b6a65f07b994a14ef9352af9e8c06d,Manchester
"36, Hovis Street",M112JD,-2.17677279418833,53.474900242912,NA,NA,2014-03-19,12bda8b402a0a992d53ae6ca202626462249e34c0cae23a86a0d61b321ef472e,Manchester
"Varna Community School, Chisholm Street",M112LF,-2.16903169560637,53.4718912581968,NA,NA,2012-04-30,490a33dda42272e63693c8f8fc1645b93b45087aa9f0d95de51b398f79d4c052,Manchester
"Highbank Inn, 138 Ogden Lane",M112LZ,-2.16920990626913,53.4712438234667,Some glazing is poorly insulated. Replace/improve glazing and/or frames.,EPC-E8,2013-06-19,f74df6f74f0088d9763c9a382acce421149e67111778fa7a3986b759453749f3,Manchester
"Highbank Inn, 138 Ogden Lane",M112LZ,-2.16920990626913,53.4712438234667,Roof is poorly insulated. Install or improve insulation of roof.,EPC-E2,2013-06-19,f74df6f74f0088d9763c9a382acce421149e67111778fa7a3986b759453749f3,Manchester
"Highbank Inn, 138 Ogden Lane",M112LZ,-2.16920990626913,53.4712438234667,Consider replacing T8 lamps with retrofit T5 conversion kit.,EPC-L5,2013-06-19,f74df6f74f0088d9763c9a382acce421149e67111778fa7a3986b759453749f3,Manchester
"Highbank Inn, 138 Ogden Lane",M112LZ,-2.16920990626913,53.4712438234667,Add optimum start/stop to the heating system.,EPC-H7,2013-06-19,f74df6f74f0088d9763c9a382acce421149e67111778fa7a3986b759453749f3,Manchester
"Highbank Inn, 138 Ogden Lane",M112LZ,-2.16920990626913,53.4712438234667,The default heat generator efficiency is chosen. It is recommended that the heat generator system be investigated to gain an understanding of its efficiency and possible improvements.,EPC-H4,2013-06-19,f74df6f74f0088d9763c9a382acce421149e67111778fa7a3986b759453749f3,Manchester
"Highbank Inn, 138 Ogden Lane",M112LZ,-2.16920990626913,53.4712438234667,Replace 38mm diameter (T12) fluorescent tubes on failure with 26mm (T8) tubes.,EPC-L1,2013-06-19,f74df6f74f0088d9763c9a382acce421149e67111778fa7a3986b759453749f3,Manchester
"Highbank Inn, 138 Ogden Lane",M112LZ,-2.16920990626913,53.4712438234667,Consider replacing heating boiler plant with high efficiency type.,EPC-H1,2013-06-19,f74df6f74f0088d9763c9a382acce421149e67111778fa7a3986b759453749f3,Manchester
"Highbank Inn, 138 Ogden Lane",M112LZ,-2.16920990626913,53.4712438234667,Consider installing PV.,EPC-R4,2013-06-19,f74df6f74f0088d9763c9a382acce421149e67111778fa7a3986b759453749f3,Manchester
"Highbank Inn, 138 Ogden Lane",M112LZ,-2.16920990626913,53.4712438234667,Consider replacing heating boiler plant with a condensing type.,EPC-H3,2013-06-19,f74df6f74f0088d9763c9a382acce421149e67111778fa7a3986b759453749f3,Manchester
"Highbank Inn, 138 Ogden Lane",M112LZ,-2.16920990626913,53.4712438234667,Add local time control to heating system.,EPC-H5,2013-06-19,f74df6f74f0088d9763c9a382acce421149e67111778fa7a3986b759453749f3,Manchester
"Highbank Inn, 138 Ogden Lane",M112LZ,-2.16920990626913,53.4712438234667,Some windows have high U-values - consider installing secondary glazing.,EPC-E5,2013-06-19,f74df6f74f0088d9763c9a382acce421149e67111778fa7a3986b759453749f3,Manchester
"Highbank Inn, 138 Ogden Lane",M112LZ,-2.16920990626913,53.4712438234667,Introduce HF (high frequency) ballasts for fluorescent tubes: Reduced number of fittings required.,EPC-L7,2013-06-19,f74df6f74f0088d9763c9a382acce421149e67111778fa7a3986b759453749f3,Manchester
"Highbank Inn, 138 Ogden Lane",M112LZ,-2.16920990626913,53.4712438234667,Add local temperature control to the heating system.,EPC-H6,2013-06-19,f74df6f74f0088d9763c9a382acce421149e67111778fa7a3986b759453749f3,Manchester
"Highbank Inn, 138 Ogden Lane",M112LZ,-2.16920990626913,53.4712438234667,Consider installing solar water heating.,EPC-R3,2013-06-19,f74df6f74f0088d9763c9a382acce421149e67111778fa7a3986b759453749f3,Manchester
"Highbank Inn, 138 Ogden Lane",M112LZ,-2.16920990626913,53.4712438234667,Consider installing building mounted wind turbine(s).,EPC-R2,2013-06-19,f74df6f74f0088d9763c9a382acce421149e67111778fa7a3986b759453749f3,Manchester
"Highbank Inn, 138 Ogden Lane",M112LZ,-2.16920990626913,53.4712438234667,Improve insulation on HWS storage.,EPC-W3,2013-06-19,f74df6f74f0088d9763c9a382acce421149e67111778fa7a3986b759453749f3,Manchester
"Highbank Inn, 138 Ogden Lane",M112LZ,-2.16920990626913,53.4712438234667,Some walls have uninsulated cavities - introduce cavity wall insulation.,EPC-E4,2013-06-19,f74df6f74f0088d9763c9a382acce421149e67111778fa7a3986b759453749f3,Manchester
"Highbank Inn, 138 Ogden Lane",M112LZ,-2.16920990626913,53.4712438234667,Add weather compensation controls to heating system.,EPC-H8,2013-06-19,f74df6f74f0088d9763c9a382acce421149e67111778fa7a3986b759453749f3,Manchester
"Highbank Inn, 138 Ogden Lane",M112LZ,-2.16920990626913,53.4712438234667,Replace tungsten GLS lamps with CFLs: Payback period dependent on hours of use.,EPC-L2,2013-06-19,f74df6f74f0088d9763c9a382acce421149e67111778fa7a3986b759453749f3,Manchester
"Corprotex Apparel Ltd, Unit 2, David Cuthbert Business Centre, Ashton Old Road",M112NA,-2.18204082291121,53.4736698790415,NA,NA,2012-04-26,b9e440ac896753917f4349addc456246fefd2df549af02ea7b35ca0c8bb1dbc8,Manchester
"Unit 2, 877, David Cuthbert Business Centre",M112NA,-2.18204082291121,53.4736698790415,NA,NA,2016-02-02,86f8619d8aa10ae0474c53767bafcf3bc96268a8c276e11880eccfb05d045a53,Manchester
"Unit 1, David Cuthbert Business Centre",M112NA,-2.18204082291121,53.4736698790415,NA,NA,2016-02-02,e8bbaa1f232bcca8dcfe2150e2402b2e4269b369ef37e8161d0e03c5fbbda2f7,Manchester
"Unit 3, Medlock Court",M112NB,-2.18164269665561,53.4721693809437,Add optimum start/stop to the heating system.,EPC-H7,2011-10-04,fb66ae19f9f3e235b1945ef04944c2c210fe99b852ef2700d7f541a4619f62b9,Manchester
"Unit 3, Medlock Court",M112NB,-2.18164269665561,53.4721693809437,Add local temperature control to the heating system.,EPC-H6,2011-10-04,fb66ae19f9f3e235b1945ef04944c2c210fe99b852ef2700d7f541a4619f62b9,Manchester
"Unit 3, Medlock Court",M112NB,-2.18164269665561,53.4721693809437,Consider installing building mounted wind turbine(s).,EPC-R2,2011-10-04,fb66ae19f9f3e235b1945ef04944c2c210fe99b852ef2700d7f541a4619f62b9,Manchester
"Unit 7 Medlock Court, Welcomb Street",M112NB,-2.18164269665561,53.4721693809437,NA,NA,2016-05-17,ab104a9f2e1d872e109f275a0227d7aef75253dfce466874c74bed07b2f7128f,Manchester
"Unit 3, Medlock Court",M112NB,-2.18164269665561,53.4721693809437,Consider replacing heating boiler plant with a condensing type.,EPC-H3,2011-10-04,fb66ae19f9f3e235b1945ef04944c2c210fe99b852ef2700d7f541a4619f62b9,Manchester
"Unit 3, Medlock Court",M112NB,-2.18164269665561,53.4721693809437,Consider replacing T8 lamps with retrofit T5 conversion kit.,EPC-L5,2011-10-04,fb66ae19f9f3e235b1945ef04944c2c210fe99b852ef2700d7f541a4619f62b9,Manchester
"Unit 2, Medlock Court",M112NB,-2.18164269665561,53.4721693809437,NA,NA,2012-07-05,353e885b035f0fab43ff712df8c43e29290be6322e3fbda3f2ec3a102b8a16ca,Manchester
"Hatov, Unit 6 Clayton Court, 5 Welcomb Street",M112NB,-2.18164269665561,53.4721693809437,NA,NA,2016-05-10,c1374f271faaeb9528693a4cebfde08a7b821106a90f355cf30bb56230dc2601,Manchester
"Unit 21, Clayton Court",M112NB,-2.18164269665561,53.4721693809437,NA,NA,2015-01-27,29e9cf4482c60a2490e415b32de46afe8bc7bc00e7b362e68ffac9752c302403,Manchester
"Unit 3, Medlock Court",M112NB,-2.18164269665561,53.4721693809437,Some windows have high U-values - consider installing secondary glazing.,EPC-E5,2011-10-04,fb66ae19f9f3e235b1945ef04944c2c210fe99b852ef2700d7f541a4619f62b9,Manchester
"Unit 5, Clayton Court",M112NB,-2.18164269665561,53.4721693809437,NA,NA,2012-07-05,d0047463cca3b8eb3f6f2a37bb53919624156ad50d13073d8df60509c988b239,Manchester
"Unit 8, Medlock Court",M112NB,-2.18164269665561,53.4721693809437,NA,NA,2014-07-22,c85156b129f73ffc1897001df4edc900ed5c3f2d4a66595b1f03d411107505dc,Manchester
"Unit 3, Medlock Court",M112NB,-2.18164269665561,53.4721693809437,"Carry out a pressure test, identify and treat identified air leakage. Enter result in EPC calculation.",EPC-E7,2011-10-04,fb66ae19f9f3e235b1945ef04944c2c210fe99b852ef2700d7f541a4619f62b9,Manchester
"Unit 3, Medlock Court",M112NB,-2.18164269665561,53.4721693809437,Add weather compensation controls to heating system.,EPC-H8,2011-10-04,fb66ae19f9f3e235b1945ef04944c2c210fe99b852ef2700d7f541a4619f62b9,Manchester
"Unit 3, Medlock Court",M112NB,-2.18164269665561,53.4721693809437,Consider installing an air source heat pump.,EPC-R5,2011-10-04,fb66ae19f9f3e235b1945ef04944c2c210fe99b852ef2700d7f541a4619f62b9,Manchester
"A to V, Unit 15 Clayton Court, 5 Welcomb Street",M112NB,-2.18164269665561,53.4721693809437,NA,NA,2014-12-15,36b465a3a6b028597b1c8d65584c28f1cd6672bbbbf0f7a3ca338b5e4a716920,Manchester
"Unit 3, Medlock Court",M112NB,-2.18164269665561,53.4721693809437,The default heat generator efficiency is chosen. It is recommended that the heat generator system be investigated to gain an understanding of its efficiency and possible improvements.,EPC-H4,2011-10-04,fb66ae19f9f3e235b1945ef04944c2c210fe99b852ef2700d7f541a4619f62b9,Manchester
"Unit 3, Medlock Court",M112NB,-2.18164269665561,53.4721693809437,"In some spaces, the solar gain limit in criterion 3 of ADL2A 2010 is exceeded, which might cause overheating. Consider solar control measures such as the application of reflective coating or shading devices to windows.",EPC-V1,2011-10-04,fb66ae19f9f3e235b1945ef04944c2c210fe99b852ef2700d7f541a4619f62b9,Manchester
"Unit 3, Medlock Court",M112NB,-2.18164269665561,53.4721693809437,Introduce HF (high frequency) ballasts for fluorescent tubes: Reduced number of fittings required.,EPC-L7,2011-10-04,fb66ae19f9f3e235b1945ef04944c2c210fe99b852ef2700d7f541a4619f62b9,Manchester
"Unit 3, Medlock Court",M112NB,-2.18164269665561,53.4721693809437,Consider installing PV.,EPC-R4,2011-10-04,fb66ae19f9f3e235b1945ef04944c2c210fe99b852ef2700d7f541a4619f62b9,Manchester
"Unit 3, Medlock Court",M112NB,-2.18164269665561,53.4721693809437,Consider installing solar water heating.,EPC-R3,2011-10-04,fb66ae19f9f3e235b1945ef04944c2c210fe99b852ef2700d7f541a4619f62b9,Manchester
"Unit 3, Medlock Court",M112NB,-2.18164269665561,53.4721693809437,Add local time control to heating system.,EPC-H5,2011-10-04,fb66ae19f9f3e235b1945ef04944c2c210fe99b852ef2700d7f541a4619f62b9,Manchester
"Unit 3, Medlock Court",M112NB,-2.18164269665561,53.4721693809437,Some glazing is poorly insulated. Replace/improve glazing and/or frames.,EPC-E8,2011-10-04,fb66ae19f9f3e235b1945ef04944c2c210fe99b852ef2700d7f541a4619f62b9,Manchester
"Unit B2, The Dresser Centre",M112NE,-2.18553112131098,53.4725139647645,Consider installing building mounted wind turbine(s).,EPC-R2,2011-09-21,9defd024b994865ccc0a88ad8bbb725f6145b971e08f18d76471e50d39c1bb3c,Manchester
"Unit B2, The Dresser Centre",M112NE,-2.18553112131098,53.4725139647645,Consider replacing heating boiler plant with a condensing type.,EPC-H3,2011-09-21,9defd024b994865ccc0a88ad8bbb725f6145b971e08f18d76471e50d39c1bb3c,Manchester
"Malacrino Mantels, Unit B6, The Dresser Centre, Whitworth Street",M112NE,-2.18553112131098,53.4725139647645,"In some spaces, the solar gain limit in criterion 3 of ADL2A 2010 is exceeded, which might cause overheating. Consider solar control measures such as the application of reflective coating or shading devices to windows.",EPC-V1,2011-09-21,8a4c5adf1f0a6771a24b8871af612e74f64b1489809abee1cd15db2fe24f1707,Manchester
"Unit B2, The Dresser Centre",M112NE,-2.18553112131098,53.4725139647645,Add local temperature control to the heating system.,EPC-H6,2011-09-21,9defd024b994865ccc0a88ad8bbb725f6145b971e08f18d76471e50d39c1bb3c,Manchester
"Unit B2, The Dresser Centre",M112NE,-2.18553112131098,53.4725139647645,Add local time control to heating system.,EPC-H5,2011-09-21,9defd024b994865ccc0a88ad8bbb725f6145b971e08f18d76471e50d39c1bb3c,Manchester
"Malacrino Mantels, Unit B6, The Dresser Centre, Whitworth Street",M112NE,-2.18553112131098,53.4725139647645,Consider replacing heating boiler plant with a condensing type.,EPC-H3,2011-09-21,8a4c5adf1f0a6771a24b8871af612e74f64b1489809abee1cd15db2fe24f1707,Manchester
"Malacrino Mantels, Unit B6, The Dresser Centre, Whitworth Street",M112NE,-2.18553112131098,53.4725139647645,Introduce HF (high frequency) ballasts for fluorescent tubes: Reduced number of fittings required.,EPC-L7,2011-09-21,8a4c5adf1f0a6771a24b8871af612e74f64b1489809abee1cd15db2fe24f1707,Manchester
"Unit B2, The Dresser Centre",M112NE,-2.18553112131098,53.4725139647645,Some glazing is poorly insulated. Replace/improve glazing and/or frames.,EPC-E8,2011-09-21,9defd024b994865ccc0a88ad8bbb725f6145b971e08f18d76471e50d39c1bb3c,Manchester
"Unit B2, The Dresser Centre",M112NE,-2.18553112131098,53.4725139647645,Add weather compensation controls to heating system.,EPC-H8,2011-09-21,9defd024b994865ccc0a88ad8bbb725f6145b971e08f18d76471e50d39c1bb3c,Manchester
"Unit B2, The Dresser Centre",M112NE,-2.18553112131098,53.4725139647645,The default heat generator efficiency is chosen. It is recommended that the heat generator system be investigated to gain an understanding of its efficiency and possible improvements.,EPC-H4,2011-09-21,9defd024b994865ccc0a88ad8bbb725f6145b971e08f18d76471e50d39c1bb3c,Manchester
"Unit B2, The Dresser Centre",M112NE,-2.18553112131098,53.4725139647645,Consider installing solar water heating.,EPC-R3,2011-09-21,9defd024b994865ccc0a88ad8bbb725f6145b971e08f18d76471e50d39c1bb3c,Manchester
"Malacrino Mantels, Unit B6, The Dresser Centre, Whitworth Street",M112NE,-2.18553112131098,53.4725139647645,Add weather compensation controls to heating system.,EPC-H8,2011-09-21,8a4c5adf1f0a6771a24b8871af612e74f64b1489809abee1cd15db2fe24f1707,Manchester
"Malacrino Mantels, Unit B6, The Dresser Centre, Whitworth Street",M112NE,-2.18553112131098,53.4725139647645,Some windows have high U-values - consider installing secondary glazing.,EPC-E5,2011-09-21,8a4c5adf1f0a6771a24b8871af612e74f64b1489809abee1cd15db2fe24f1707,Manchester
"Unit B2, The Dresser Centre",M112NE,-2.18553112131098,53.4725139647645,"Carry out a pressure test, identify and treat identified air leakage. Enter result in EPC calculation.",EPC-E7,2011-09-21,9defd024b994865ccc0a88ad8bbb725f6145b971e08f18d76471e50d39c1bb3c,Manchester
"Malacrino Mantels, Unit B6, The Dresser Centre, Whitworth Street",M112NE,-2.18553112131098,53.4725139647645,Add local time control to heating system.,EPC-H5,2011-09-21,8a4c5adf1f0a6771a24b8871af612e74f64b1489809abee1cd15db2fe24f1707,Manchester
"Malacrino Mantels, Unit B6, The Dresser Centre, Whitworth Street",M112NE,-2.18553112131098,53.4725139647645,Some walls have uninsulated cavities - introduce cavity wall insulation.,EPC-E4,2011-09-21,8a4c5adf1f0a6771a24b8871af612e74f64b1489809abee1cd15db2fe24f1707,Manchester
"Unit B2, The Dresser Centre",M112NE,-2.18553112131098,53.4725139647645,Replace tungsten GLS lamps with CFLs: Payback period dependent on hours of use.,EPC-L2,2011-09-21,9defd024b994865ccc0a88ad8bbb725f6145b971e08f18d76471e50d39c1bb3c,Manchester
"Unit B2, The Dresser Centre",M112NE,-2.18553112131098,53.4725139647645,Some windows have high U-values - consider installing secondary glazing.,EPC-E5,2011-09-21,9defd024b994865ccc0a88ad8bbb725f6145b971e08f18d76471e50d39c1bb3c,Manchester
"Malacrino Mantels, Unit B6, The Dresser Centre, Whitworth Street",M112NE,-2.18553112131098,53.4725139647645,Consider replacing T8 lamps with retrofit T5 conversion kit.,EPC-L5,2011-09-21,8a4c5adf1f0a6771a24b8871af612e74f64b1489809abee1cd15db2fe24f1707,Manchester
"Malacrino Mantels, Unit B6, The Dresser Centre, Whitworth Street",M112NE,-2.18553112131098,53.4725139647645,The default heat generator efficiency is chosen. It is recommended that the heat generator system be investigated to gain an understanding of its efficiency and possible improvements.,EPC-H4,2011-09-21,8a4c5adf1f0a6771a24b8871af612e74f64b1489809abee1cd15db2fe24f1707,Manchester
"Malacrino Mantels, Unit B6, The Dresser Centre, Whitworth Street",M112NE,-2.18553112131098,53.4725139647645,Replace 38mm diameter (T12) fluorescent tubes on failure with 26mm (T8) tubes.,EPC-L1,2011-09-21,8a4c5adf1f0a6771a24b8871af612e74f64b1489809abee1cd15db2fe24f1707,Manchester
"Malacrino Mantels, Unit B6, The Dresser Centre, Whitworth Street",M112NE,-2.18553112131098,53.4725139647645,Add optimum start/stop to the heating system.,EPC-H7,2011-09-21,8a4c5adf1f0a6771a24b8871af612e74f64b1489809abee1cd15db2fe24f1707,Manchester
"Morrison?s Petrol Filling Station, Ashton Old Road",M112NG,-2.17584593679748,53.4730139951215,Location of Room sensor above radiator in office should be relocated,USER,2010-09-01,ff0d69b732f951c03c531abe1429d2c3e05b7a6af26d98c03adf6a09b1290e75,Manchester
"Morrison?s Petrol Filling Station, Ashton Old Road",M112NG,-2.17584593679748,53.4730139951215,Extract Fan back Draft Shuter,USER,2010-09-01,ff0d69b732f951c03c531abe1429d2c3e05b7a6af26d98c03adf6a09b1290e75,Manchester
"Morrison?s Petrol Filling Station, Ashton Old Road",M112NG,-2.17584593679748,53.4730139951215,"Carry out a pressure test, identify and treat identified air leakage. Enter result in EPC calculation.",EPC-E7,2010-09-01,ff0d69b732f951c03c531abe1429d2c3e05b7a6af26d98c03adf6a09b1290e75,Manchester
"Morrison?s Petrol Filling Station, Ashton Old Road",M112NG,-2.17584593679748,53.4730139951215,Consider installing PV.,EPC-R4,2010-09-01,ff0d69b732f951c03c531abe1429d2c3e05b7a6af26d98c03adf6a09b1290e75,Manchester
"Morrison?s Petrol Filling Station, Ashton Old Road",M112NG,-2.17584593679748,53.4730139951215,Introduce PIR sensors on lighting Installation in back of Shop Areas,USER,2010-09-01,ff0d69b732f951c03c531abe1429d2c3e05b7a6af26d98c03adf6a09b1290e75,Manchester
"Affinity, 819-821 Ashton Old Road",M112NL,-2.18350284728419,53.4738114613958,Replace tungsten GLS lamps with CFLs: Payback period dependent on hours of use.,EPC-L2,2011-09-20,c0f04a26ffe4f0609eb3f6d7fed1b01350184cd3c3035cc76fcd7931b92d68d3,Manchester
"Happy Bears Day Nursery, Unit 1",M112NL,-2.18350284728419,53.4738114613958,NA,NA,2015-06-18,0e51a878ea4fa8f44c0b40034bb6cb443481e505866943ca910c7a1401d80001,Manchester
"Happy Bears Day Nursery, Unit 1",M112NL,-2.18350284728419,53.4738114613958,NA,NA,2015-06-17,e05a80c28db849118e32d738f258d34efe7e1d1920d5a5ee41fb017754c2ed14,Manchester
"Affinity, 819-821 Ashton Old Road",M112NL,-2.18350284728419,53.4738114613958,Some loft spaces are poorly insulated - install/improve insulation.,EPC-E6,2011-09-20,c0f04a26ffe4f0609eb3f6d7fed1b01350184cd3c3035cc76fcd7931b92d68d3,Manchester
"Affinity, 819-821 Ashton Old Road",M112NL,-2.18350284728419,53.4738114613958,Add weather compensation controls to heating system.,EPC-H8,2011-09-20,c0f04a26ffe4f0609eb3f6d7fed1b01350184cd3c3035cc76fcd7931b92d68d3,Manchester
"Affinity, 819-821 Ashton Old Road",M112NL,-2.18350284728419,53.4738114613958,Consider installing solar water heating.,EPC-R3,2011-09-20,c0f04a26ffe4f0609eb3f6d7fed1b01350184cd3c3035cc76fcd7931b92d68d3,Manchester
"Affinity, 819-821 Ashton Old Road",M112NL,-2.18350284728419,53.4738114613958,Consider installing building mounted wind turbine(s).,EPC-R2,2011-09-20,c0f04a26ffe4f0609eb3f6d7fed1b01350184cd3c3035cc76fcd7931b92d68d3,Manchester
"Affinity, 819-821 Ashton Old Road",M112NL,-2.18350284728419,53.4738114613958,Some walls have uninsulated cavities - introduce cavity wall insulation.,EPC-E4,2011-09-20,c0f04a26ffe4f0609eb3f6d7fed1b01350184cd3c3035cc76fcd7931b92d68d3,Manchester
"Affinity, 819-821 Ashton Old Road",M112NL,-2.18350284728419,53.4738114613958,Roof is poorly insulated. Install or improve insulation of roof.,EPC-E2,2011-09-20,c0f04a26ffe4f0609eb3f6d7fed1b01350184cd3c3035cc76fcd7931b92d68d3,Manchester
"Affinity, 819-821 Ashton Old Road",M112NL,-2.18350284728419,53.4738114613958,Consider replacing T8 lamps with retrofit T5 conversion kit.,EPC-L5,2011-09-20,c0f04a26ffe4f0609eb3f6d7fed1b01350184cd3c3035cc76fcd7931b92d68d3,Manchester
"Affinity, 819-821 Ashton Old Road",M112NL,-2.18350284728419,53.4738114613958,Introduce HF (high frequency) ballasts for fluorescent tubes: Reduced number of fittings required.,EPC-L7,2011-09-20,c0f04a26ffe4f0609eb3f6d7fed1b01350184cd3c3035cc76fcd7931b92d68d3,Manchester
"Affinity, 819-821 Ashton Old Road",M112NL,-2.18350284728419,53.4738114613958,Add optimum start/stop to the heating system.,EPC-H7,2011-09-20,c0f04a26ffe4f0609eb3f6d7fed1b01350184cd3c3035cc76fcd7931b92d68d3,Manchester
"Affinity, 819-821 Ashton Old Road",M112NL,-2.18350284728419,53.4738114613958,Consider installing PV.,EPC-R4,2011-09-20,c0f04a26ffe4f0609eb3f6d7fed1b01350184cd3c3035cc76fcd7931b92d68d3,Manchester
851 Ashton Old Road,M112NL,-2.18350284728419,53.4738114613958,NA,NA,2013-03-11,babebcf01bd1d768efcfb2b0b582c669b7f8ad5ca68cc2f9f1f1b8e2c61b1d47,Manchester
"Affinity, 819-821 Ashton Old Road",M112NL,-2.18350284728419,53.4738114613958,Add local time control to heating system.,EPC-H5,2011-09-20,c0f04a26ffe4f0609eb3f6d7fed1b01350184cd3c3035cc76fcd7931b92d68d3,Manchester
815-817 Ashton Old Road,M112NL,-2.18350284728419,53.4738114613958,NA,NA,2016-03-14,f182324b3d3e0d8abee63391927c29452123e1ac84c3fac05dab6ce4bffdac87,Manchester
"Aldi Stores Ltd, 1033-1047 Ashton Old Road",M112NN,-2.17429758499286,53.4738522072736,Consider installing building mounted wind turbine(s).,EPC-R2,2010-05-20,39a6d99ec55cc768ae7527247c8360168d94c989cd34d0c7a96705f29204938c,Manchester
"Aldi Stores Ltd, 1033-1047 Ashton Old Road",M112NN,-2.17429758499286,53.4738522072736,NA,NA,2012-12-04,0989695e576af3b749023a1444cae8e43b3b525c2c750df861076121f3ff6144,Manchester
"Aldi Stores Ltd, 1033-1047 Ashton Old Road",M112NN,-2.17429758499286,53.4738522072736,Add weather compensation controls to heating system.,EPC-H8,2010-05-20,39a6d99ec55cc768ae7527247c8360168d94c989cd34d0c7a96705f29204938c,Manchester
"Aldi Stores Ltd, 1033-1047 Ashton Old Road",M112NN,-2.17429758499286,53.4738522072736,Introduce HF (high frequency) ballasts for fluorescent tubes: Reduced number of fittings required.,EPC-L7,2010-05-20,39a6d99ec55cc768ae7527247c8360168d94c989cd34d0c7a96705f29204938c,Manchester
"Aldi Stores Ltd, 1033-1047 Ashton Old Road",M112NN,-2.17429758499286,53.4738522072736,Some windows have high U-values - consider installing secondary glazing.,EPC-E5,2010-05-20,39a6d99ec55cc768ae7527247c8360168d94c989cd34d0c7a96705f29204938c,Manchester
"Aldi Stores Ltd, 1033-1047 Ashton Old Road",M112NN,-2.17429758499286,53.4738522072736,Consider replacing heating boiler plant with a condensing type.,EPC-H3,2010-05-20,39a6d99ec55cc768ae7527247c8360168d94c989cd34d0c7a96705f29204938c,Manchester
"Aldi Stores Ltd, 1033-1047 Ashton Old Road",M112NN,-2.17429758499286,53.4738522072736,"Carry out a pressure test, identify and treat identified air leakage. Enter result in EPC calculation.",EPC-E7,2010-05-20,39a6d99ec55cc768ae7527247c8360168d94c989cd34d0c7a96705f29204938c,Manchester
"Aldi Stores Ltd, 1033-1047 Ashton Old Road",M112NN,-2.17429758499286,53.4738522072736,Add optimum start/stop to the heating system.,EPC-H7,2010-05-20,39a6d99ec55cc768ae7527247c8360168d94c989cd34d0c7a96705f29204938c,Manchester
"Aldi Stores Ltd, 1033-1047 Ashton Old Road",M112NN,-2.17429758499286,53.4738522072736,Consider replacing T8 lamps with retrofit T5 conversion kit.,EPC-L5,2010-05-20,39a6d99ec55cc768ae7527247c8360168d94c989cd34d0c7a96705f29204938c,Manchester
"Unit 3, Smithfield Enterprise Estate",M112NQ,-2.17465525923836,53.4728988887922,Introduce HF (high frequency) ballasts for fluorescent tubes: Reduced number of fittings required.,EPC-L7,2012-04-14,0fcf1a60459f7d5632d545bc2a3626840408dbce669d42e00941c144c37b07da,Manchester
"Unit 3, Smithfield Enterprise Estate",M112NQ,-2.17465525923836,53.4728988887922,Consider replacing HWS with point of use system.,EPC-W2,2012-04-14,0fcf1a60459f7d5632d545bc2a3626840408dbce669d42e00941c144c37b07da,Manchester
"Unit 3, Smithfield Enterprise Estate",M112NQ,-2.17465525923836,53.4728988887922,Consider installing an air source heat pump.,EPC-R5,2012-04-14,0fcf1a60459f7d5632d545bc2a3626840408dbce669d42e00941c144c37b07da,Manchester
"Unit 3, Smithfield Enterprise Estate",M112NQ,-2.17465525923836,53.4728988887922,Consider installing a ground source heat pump.,EPC-R1,2012-04-14,0fcf1a60459f7d5632d545bc2a3626840408dbce669d42e00941c144c37b07da,Manchester
"Unit 3, Smithfield Enterprise Estate",M112NQ,-2.17465525923836,53.4728988887922,Install more efficient water heater.,EPC-W1,2012-04-14,0fcf1a60459f7d5632d545bc2a3626840408dbce669d42e00941c144c37b07da,Manchester
"Unit 3, Smithfield Enterprise Estate",M112NQ,-2.17465525923836,53.4728988887922,Add optimum start/stop to the heating system.,EPC-H7,2012-04-14,0fcf1a60459f7d5632d545bc2a3626840408dbce669d42e00941c144c37b07da,Manchester
"Unit 3, Smithfield Enterprise Estate",M112NQ,-2.17465525923836,53.4728988887922,Consider replacing T8 lamps with retrofit T5 conversion kit.,EPC-L5,2012-04-14,0fcf1a60459f7d5632d545bc2a3626840408dbce669d42e00941c144c37b07da,Manchester
"Unit 3, Smithfield Enterprise Estate",M112NQ,-2.17465525923836,53.4728988887922,Some windows have high U-values - consider installing secondary glazing.,EPC-E5,2012-04-14,0fcf1a60459f7d5632d545bc2a3626840408dbce669d42e00941c144c37b07da,Manchester
"Unit 3, Smithfield Enterprise Estate",M112NQ,-2.17465525923836,53.4728988887922,Add weather compensation controls to heating system.,EPC-H8,2012-04-14,0fcf1a60459f7d5632d545bc2a3626840408dbce669d42e00941c144c37b07da,Manchester
"Unit 3, Smithfield Enterprise Estate",M112NQ,-2.17465525923836,53.4728988887922,Some glazing is poorly insulated. Replace/improve glazing and/or frames.,EPC-E8,2012-04-14,0fcf1a60459f7d5632d545bc2a3626840408dbce669d42e00941c144c37b07da,Manchester
"Unit 3, Smithfield Enterprise Estate",M112NQ,-2.17465525923836,53.4728988887922,Consider installing solar water heating.,EPC-R3,2012-04-14,0fcf1a60459f7d5632d545bc2a3626840408dbce669d42e00941c144c37b07da,Manchester
"Unit 3, Smithfield Enterprise Estate",M112NQ,-2.17465525923836,53.4728988887922,"Carry out a pressure test, identify and treat identified air leakage. Enter result in EPC calculation.",EPC-E7,2012-04-14,0fcf1a60459f7d5632d545bc2a3626840408dbce669d42e00941c144c37b07da,Manchester
